timestamp,commentid,authorid,agrees,disagrees,moderated,commentbody
1433086339264,182,2796,164,36,1,"廢除死刑的過程是「動態」具時間性，1. 短期保留死刑，有確切證據、符合程序時，依照既有法律執行死刑；2. 中期應該名義上保留「死刑」並但慎用死刑（實質廢死）；3. 長期則完全捨棄死刑。而短長期的定義，有待於透過溝通、教育等方式逐步凝聚共識。"
1433087153689,195,1276,99,73,1,死刑也許不文明，但文明是需要逐步演進的。硬套樣板式的強制升級，反會造成霧社事件的重演。『如果文明是要我們卑躬屈膝， 那我們就讓他們看見野蠻的嬌傲。』。而且這也違反民主。
1433087378597,197,2779,176,58,1,死刑不可逆轉、不可挽回、不可補償。因此，一個「不造成死刑，卻能永久有效將受刑人與社會隔離」的監禁制度，是社會必須面對與承擔的，不能將此稱之為「浪費錢養這些人」。
1433086661353,188,2796,182,23,1,死刑的存廢不會杜絕任何慘案，執行死刑只是慘案的果不是因，應該從其他面相解決問題，從因下手。
1433087536870,200,2779,127,30,1,冤案時常發生，刑度至死的不多而已。而沒有哪個冤案（包括涉及死刑的冤案）在發生的時候，「社會期待」不是認為「罪證確鑿，死有餘辜」……
1433087445922,198,2910,83,93,1,殺害無反抗能力的孩童應處極刑
1433087331528,196,2779,179,18,1,人不是神，不是拉普拉斯妖，就不可能知道所有事情的真相。無論制度如何完善，在科技不允許的情形下，都不可能避免冤案。
1433087629841,202,2842,197,33,1,死刑廢除議題之所以重要，是因為當其被濫用時所產生的傷害無法挽回，我們不相信國家、司法，但卻能夠容忍其掌有生殺大權，實在矛盾
1433087628581,201,2910,21,196,1,支持死刑的人，都是偏激而盲目，沒有判斷能力的人。
1433087811593,203,1276,74,135,1,死刑無法解決隨機殺人事件，但可以降低隨機殺人事件與其後的模仿效應發生的機會。
1433087919985,204,2779,165,29,1,法官也是人，不想被當恐龍水母，有「社會期待」、「社會共識」壓著，就有可能變成「刁民斷案」。
1433088297570,208,749,36,141,1,廢除死刑會能讓有錢人更關注社會邊緣人，減低社會貧富不均。
1433087949899,205,2779,164,73,1,任何人、團體或國家，都沒有資格及權力處置人命。
1433088039335,206,2779,146,52,1,統計上，很難證明死刑對遏止犯罪的用處，但其副作用卻很明顯。
1433088096315,207,2779,135,77,1,既然技術上無法百分之百避免冤案，我就「不敢支持」死刑。
1433088919853,213,2887,207,25,1,死刑存廢佔據太多輿論的注意力。我們應該花更多的心思在犯罪的預防和受衝擊的人的輔導。
1433088853306,212,749,73,165,1,殺人償命天經地義
1433088550125,209,2978,148,70,1,如果要廢除死刑，要確定無期徒刑不可假釋，而刑期中所有費用應該由犯罪者負擔
1433089194216,217,749,116,51,1,我有殺人的能力
1433089040164,215,3017,102,68,1,主張死刑者認為死刑可以讓殺人犯付出同等代價，但現行的死刑執行卻是以造成殺人犯最小痛苦為原則，但是殺人犯造成的權利損害無法估算，用槍決死刑不足以讓犯人體驗殺人之罪對應的代價，應以「終生勞動、終生監禁、終生矯正之刑罰」，造成殺人犯極盡可能之痛苦，使其體會殺人罪責之重。
1433088829201,211,3002,150,46,1,鄭捷和割喉者都是一心求死的人，你判死刑他們開心都來不急了，死刑的存廢一點都不重要，問題是怎麼讓社會運作去減少這種人的產生。生病的人就殺掉，對於讓人生病的環境置之不理，殺再多人也不會解決問題的。
1433089003263,214,749,45,84,1,我支持法家思想
1433088565765,210,749,139,67,1,隨機殺人反映政府失能，與死刑是兩回事。
1433089360905,219,749,17,184,1,殺手應合法化
1433089103322,216,749,115,64,1,我有可能殺人
1433089216605,218,749,111,53,1,我有可能殺人。
1433090200263,225,2887,234,15,1,監獄的管理方式和感化教育的方針應該有更多揭露，以助於死刑存廢的討論。
1433089556234,220,749,91,84,1,台灣社會目前不動蕩，沒有內戰或流血暴動。
1433134371777,297,4488,1,0,0,"人必須清楚認知,生命有相同價值,殺人者要有被殺的覺悟,"
1433089929685,223,2887,219,6,1,監獄管理的方法以及感化教育的方針應該更被揭露，以助於對死刑存廢的討論。
1433089701532,221,2779,158,55,1,"不考慮「有立即性危險」之現行犯、對外戰爭等特殊情形。僅論刑罰，我們不應該賦予政府合法殺人的權力。"
1433090066124,224,749,12,191,1,醫生因醫療糾紛被宣判賠償5000萬，被告無法償還可以選擇改為死刑。
1433090210552,226,749,36,135,1,某位醫生開刀的死亡率劇烈增加時，可被懷疑為隨機殺人。檢察官可以介入起訴。
1433090388957,227,3124,63,162,1,"死刑，不是預防犯罪。死刑，是國家給予的僅存正義。我支持死刑，不是我不給予寬恕。我支持死刑，是因為我信仰正義。"
1433091799655,230,3136,26,138,1,看到網路上大家義憤填膺時，我也人神共憤
1433091711144,228,3160,117,49,1,"誰願意自己或所愛的人去當那個被錯殺的人，你就有資格大聲支持殺一儆百更何況當權者濫用法律故意殺的都不知凡幾，更何況錯殺"
1433091764290,229,3097,179,15,1,"政府在【對被害者補償】以及【修復式正義】上，作為並不積極（修復式正義著重在：悲劇錯誤發生了，我們還能做什麽？ 相反的就是：報復式正義-- 他砍你是嗎？好，我們來砍他）"
1433091994608,231,3097,237,10,1,政府會利用死刑的執行，來影響當時的政治輿論走向
1433092387349,232,2999,200,23,1,政府會利用死刑犯的處決執行，影響當時的政治輿論走向
1433093841225,236,3291,116,94,1,死刑很明顯是不合時宜的，也違反憲法所保障的生命權。
1433093551534,234,2999,213,24,1,"比起 【以眼還眼】，我認為：想辦法找出原因預防犯罪、安慰修復被害人家屬的心理與實質損傷的 【修復式正義】 更加重要"
1433093575252,235,3229,178,46,1,我們應該探討為何會有像是龔重安這種反社會的人出現，而不是探討死刑存廢。
1433093427221,233,3252,131,80,1,死刑是給罪大惡極者應有的懲罰，跟隨機殺人是否能被遏止是兩件不同的事情。
1433094065240,237,3142,92,137,1,人有生存的權利，我們無權論定他人生死; 但殺人的行為侵犯了他人的生存權，因此應當認定為主動放棄了自己的權利。
1433094217142,238,3271,114,65,1,我心中真正的正義是，殺人的加害人應該活著、盡一切可能去彌補被害人對於社會的存在意義(不論是情感或物質層面)；死刑完全違背這樣的觀點。
1433094430254,239,3291,73,55,1,媽媽的，明明死刑就沒屁用，難道會隨機殺人的人不知道自己會被判死刑嗎？一對人在那邊嘰嘰叫
1433095385776,240,3271,131,32,1,"殺人償命不是天經地義；如果是的話，我們不知該如何面對判出死刑冤案的法官和公權力。如果是的話，我們不知該如何對待被收害者寬恕也沒被判死的殺人犯。"
1433095795547,244,3373,167,33,1,"除了死刑之外，可以希望法官判「終身監禁不得假釋，勞動服務所得需要賠償給受害家屬」，如此可以為社會整體帶來更大效益"
1433095767481,243,3364,157,41,1,執行死刑的前提是要司法獨立公正
1433134633232,301,4669,71,49,1,我無法接受人殺人，更無法接受國家殺人，而死刑就是將生命權讓渡給國家機器。
1433095619985,241,3347,144,32,1,"個人認為，""目前""，就單一的犯罪事實來說(如劉小妹妹遭割喉案)，死刑/廢死為假議題，因為現行法律尚未更改，法院也尚未審判。"
1433095712616,242,3373,100,94,1,堅持死刑會讓整個社會氛圍偏向激進暴力的氣氛
1433097978539,251,3364,80,87,1,罪證確鑿、犯罪情節嚴重、並無悔過之意者該處以死刑。
1433096797418,247,3347,109,54,1,任何法律經由濫用皆有可能造成無法逆轉的傷害，冤案不只限於死刑，任何徒刑乃至於民法行政法上的處理等皆然，不能因死刑其法經濫用會造成不可逆轉之後果為廢除死刑之必要條件(但因其嚴重度太高，可為相對考慮條件)。
1433095876636,245,3347,70,101,1,犯罪為超越一般公理公義的行為，因此乃賦予國家法律以超越公理公義的手段來制裁之；重罪犯(若真的罪大惡極)之於死刑亦然。
1433097635420,249,3364,141,29,1,廢死與否不是重點，司法執行是否公正才是先決要素
1433097588017,248,3429,167,29,1,隨機殺人事件與整體環境有關，並非單純是個人因素，以個人生死探討失公道
1433096321769,246,3347,76,53,1,"就不可逆不可返還不可逆轉此一條件中，在監獄中所消耗掉的歲月亦然，不應因""死刑不可逆轉""來以此為廢除死刑之必要條件。若如是，則冤案判決後於監獄中所花費之時間亦不能僅只用國家賠償來處理。"
1433099530902,259,3347,122,26,1,依台灣之倫理道德社會自有規範等，若民眾於類似事件沒有情緒，則台灣社會才真的可怕；但有情緒不代表法律上的必然結果，另一方面講法律也不能完全只依循法理而不顧社會民情。
1433098612861,257,3483,61,130,1,死刑是可以達成「社會正義」的手段
1433098650964,258,3483,57,70,1,政府用政策把人逼死，可以不用判死刑，因為沒有自己動手的，比較高明。
1433098574354,255,3483,156,6,1,當我們想要尋求體制內的解決方式，首先得要確認的是：我們有一個好的體制嗎？一個能夠有效解決問題的體制嗎？
1433098457324,254,3364,114,25,1,當犯罪者因隨機殺人而被判死刑，假釋出獄後有可能會危害大眾。
1433098596469,256,3483,131,18,1,死刑只能是「手段」，而不能是「目的」。
1433098348281,253,3364,126,37,1,我覺得放任判死刑者假釋出獄是可能危害社會大眾的一件事。
1433098289143,252,3347,76,63,1,法律者，基本上即是觸犯到什麼條件應受怎樣的刑罰，則觸犯的條件達到執行死刑的地步則判處且執行死刑，有其合理性。當法律已經將條件設立好時，再去觸犯者則視為放棄相關權益，則接受審判與制裁，這是法律的基本原理，應無其他疑問，死刑與這樣的條件下應亦然。
1433134434588,298,4488,1,0,0,"殘酷殺人應當接受更殘酷的刑罰,"
1433153362051,379,6066,1,0,0,死刑犯的家人也是死刑的受害人。
1433099651142,260,3159,143,32,1,面對隨機殺人事件，比起試圖靠刑罰打造一個沒有重刑犯的世界，更重要的應該是去教會每一個人如何從傷痛中站起來。
1433119634335,271,2756,180,7,1,找出殺人犯的背景與原因，以及安撫被害人家屬這些事情，與殺人必須承擔刑罰責任並不衝突，當他服刑以後，我們一樣要去找出原因改善環境
1433118072217,269,3440,170,21,1,人們對復仇的渴望是可以透過教育、媒體報導逐步製造出來的
1433117703744,268,3788,170,12,1,死刑可能造成他人的冤獄，例如徐自強案、蘇建和案。
1433113159331,267,3081,142,20,1,"很多人強調或總是爭論著隨機殺人犯的背後因素,認為與其處以刑罰還不如探討背後原因,才可有效避免類似悲劇再次發生…但我認為其實犯罪後的懲罰與處置和事前的預防一樣重要,不應僅著眼於其中一樣，兩者皆不能偏廢才是。"
1433112682228,266,3605,72,41,1,「不管贊不贊成傷害或格殺加害者，都不應該把這個權力或責任交給政府」問題具有引導性，應更具體陳述一個statement，再來詢問受訪者同意與否。例如，你是否同意台灣(中華民國)政府不具有對加害人執行死刑的法律權力?
1433110932543,265,3578,8,159,1,"我相信台灣司法的公正性也相信台灣沒有恐龍法官更相信台灣恐龍法官判出來的死刑是絕對沒有問題的"
1433101426236,264,3527,173,19,1,死刑的存廢跟隨機殺人的發生是兩件不同的事情
1433100958868,263,3527,94,46,1,"我認為犯罪者若是完全不明白不認同也不承認現在他做的事是一件多麼嚴重的犯罪事件那麼死刑沒有意義死刑 ,但他們要確實的知道自己""到底是做了什麼"""
1433099807601,261,3504,41,118,1,殺人者必須償命…如果沒有嚴格的法律約束，就會造成更多無辜者的痛苦和悲劇……現在的社會到底是怎麼啦？
1433099900978,262,3159,125,56,1,當一個人殘害了其他人的生命，意味著他否決了任何人都不應該剝奪其他人生命的價值觀，但不代表國家或著其他人就可以因此而殺害此人
1433097673225,250,3347,99,58,1,死刑存廢與否，必須考慮民風、社會結構、基本道德論理等因素，援引國外案例或做法並不一定適合台灣。同時鼓勵從古老中國的倫理角度上重新出發審視廢死與人權的意義，不要只是從國外的人權理念上著手引入。
1433118206855,270,2887,168,23,1,執行死刑可能造成其他人的冤案死無對證，例如徐自強案、蘇建和案。
1433123712716,272,3986,82,66,1,一心求死他們現在就不會還活著了
1433125265425,274,4061,35,113,1,我認為對於隨機殺人的罪犯，極刑應該是去除對其的法律保障後飭回社會。
1433124287382,273,3992,71,79,1,"對於誤判死刑的問題就邏輯上而言應檢討執法人員的大腦是否有洞而非檢討死刑的存廢另外死刑確實無法完全抑制無差別殺人事件的發生機率但仍然有其存在的必要"
1433126346601,275,4064,100,35,1,死刑可恥的是她被當成是遮羞布。
1433127927016,277,4142,127,19,1,我遇過一名因殺人販毒受刑16年的青年，因為他沒被處死，才有機會在鄉里去做志工服務。罪不需要帶著這麼久，如果人已經放下屠刀。但面對罪大惡極者，可能真的需要很長的時間，社會才能淡忘，本身才能有重新做人的力量。
1433127771999,276,4142,84,58,1,"讓犯罪者死亡並不能平衡什麼。一個人要活著，才能面對教誨、改進、責難與責任。處死是快的，但活著，且被治癒，洗心革面，那才是圓滿的。"
1433130147562,278,4264,100,38,1,"死刑這個刑種必須被廢止，並非無視罪與刑的平等關係（犯罪是對他人自由權利的否定，刑罰則是「對這種否定的否定」），而是文明的限制：　（1）對同態報復（以眼還眼，以牙還牙）刑罰邏輯的限制——文明的律法是以類比的方式（金錢賠償或拘禁、勞役）來否定犯罪。　（2）對國家越權的限制——自然人經契約讓渡出部分個人自由以形成國家權力，並不包括生命權。"
1433131319224,283,4358,77,49,1,"我認為廢除死刑能有效降低""為了求死而犯下重刑""罪犯的犯罪意願，支持廢死，殺人(重刑)犯終身監禁，服勞役回饋社會，並不得假釋。"
1433131308590,282,4320,136,41,1,廢除死刑的前提是完整的配套措施，此配套措施的最低底限為永遠阻止該犯人再犯可能之刑罰，例如終身監禁不得假釋。
1433131693334,286,4411,119,37,1,社會的不安定及缺乏關懷包容，才是隨機殺人增加的主因，是陷入反社會人格對社會的報復行動，死刑無法嚇阻他們，反而變成一種光榮的儀式
1433131714853,287,4436,1,0,-1,有必要
1433131212307,281,4320,106,53,1,廢除死刑不是為了保障犯人人權，而是為了避免司法誤判造成不可逆的刑罰發生。
1433131153653,280,749,47,115,1,我有殺人能力，法律也要也要有殺人權力。
1433131107154,279,749,135,12,1,我有殺人能力，但沒有殺人權力。
1433131626694,285,4406,112,41,1,我反對死刑，但支持提高假釋條件並認為囚禁重犯的支出在避免公權力失誤的衡量下是值得的。
1433132481220,288,4489,57,80,1,"如果一個人不尊重別人的人權那麼這個人沒有資格獲得人權"
1433132664630,292,4513,80,18,1,"爭吵廢死不如先大改革台灣敗壞的法律與警察體系的爛"
1433132612434,291,4488,74,31,1,"麻煩先搞定配套措施再來談廢死"
1433132587852,290,4488,51,60,1,"因為無法阻止殺人犯殺人,所以就阻止國家殺殺人犯,這是錯的"
1433132692601,293,4488,82,9,1,"司法制度應對判決負責,誤判要究責,累犯假釋要究責,"
1433135297089,308,4488,1,0,0,不殺也可能造成更多人被殺
1433134161393,294,4616,100,10,1,我們應該要了解凶殺案當事人能夠做出的選擇，才能適切地做出道德判斷。
1433137511852,327,4488,37,68,1,"我最貴重的東西是生命,我願意用我最貴重的東西為我所愛的人復仇"
1433134513420,299,4488,1,0,0,"要有完善的制度,才能考慮廢死台灣目前是做不到"
1433134623837,300,4488,1,0,0,"誤判會造成冤案,誤殺誤判也會有縱放,累犯"
1433134665042,302,4488,1,0,0,"法官只是人,需要有制度監督犯錯就需要付出代價"
1433134705262,303,4669,1,0,0,"死刑無法解決任何問題!當國家無能解決社會問題，將一切責任推諉給死刑太不負責任!"
1433134898678,304,4488,1,0,0,"有人說:不可能沒有冤案誤判,所以不支持死刑那不可能不跌倒,所以不走路了"
1433135294053,307,4693,1,0,0,死刑雖無法遏止犯罪，但卻是公理正義的一種呈現方式。
1433135615018,309,4488,1,0,0,"如果死刑廢除那就要有能替代的處罰方式監獄度假式的剝奪自由是不夠的"
1433135660888,310,4716,1,0,0,"想殺人就自己殺不要叫政府動手還說是正義"
1433135698606,311,4488,1,0,0,"冤獄誤判都要有人負責不是全民賠錢就了事"
1433135854854,313,4488,1,0,0,"對於隨機殺人&殺害多人,單純的槍斃是不夠的,這就是為何需要絞刑及其他更有威嚇性的死刑"
1433136060177,314,4488,1,0,0,"常說可以教化?所以說因為教化失敗率比誤判死刑率更高所以應該要廢除教化吧"
1433137255441,325,4929,1,0,0,支持死刑不是因為可以嚇阻犯罪，而是因為可以給被害者家屬一個交代。
1433135848429,312,4716,50,62,1,"想殺人就自己去不要叫政府殺人還說是正義"
1433134184399,296,4597,35,69,1,我支持鞭刑！
1433134177098,295,4488,7,74,1,"信仰宇宙大覺者,誦念宇宙大覺者,獻奉宇宙大覺者,尊崇宇宙大覺者,即無隨機殺人事件,"
1433136260568,315,4488,1,0,0,"即使不立即判決或執行死刑也不該讓犯人單純在監獄度假,"
1433136312662,316,4488,1,0,0,"要讓人相信監獄生活比死還恐怖這樣才能廢死"
1433136398967,317,4764,1,0,0,"死刑是個經濟實惠的選項,相較於終生監禁來說."
1433136532678,318,4488,1,0,0,"如果判死刑太沉重建議執行其他方式去除手腳,五感,失明,失聰,等"
1433136674184,320,4411,1,0,0,"除了討論死刑存廢和隨機殺人的關係之外更應該要重視心理𨍭導資源的普及化及建立求救的習慣"
1433136784782,321,4488,1,0,0,"廢死可以討論,但在那之前請執行死刑,不然也不需討論,"
1433137334253,326,4488,1,0,0,"要給受害者家屬復仇的機會假如不願原諒,能否以一命換一命,"
1433138426791,333,4988,1,0,0,"隨機殺人事件不是死刑、廢死的問題，死刑在台灣從沒消失過，刑罰卻從來也沒辦法治療社會的病。這是社會生病了。如果咳嗽，你會先亂吃藥（討論死刑、廢死問題），還是先找出問題？（為什麼會隨機殺人）"
1433139544885,338,5130,52,92,1,我在理性上支持廢死，感性上支持死刑。
1433136566856,319,4792,117,22,1,假設死刑的執行可以嚇阻犯罪，那台灣為何在現今尚有隨機殺人事件。與其談論刑度高低，不如檢討這個犯罪情狀是否可以避免或是教育上需要多加努力。
1433136872043,322,4488,28,120,1,"以終身癱瘓(長期注射藥劑),來替代死刑我可以接受"
1433137132968,323,4488,83,46,1,"法律是威嚇是處罰監禁不要變成度假聊天,"
1433140913262,344,5178,31,79,1,廢死聯盟不要顛倒是非好嗎，如果說~有死刑，還是會有隨機殺人事件，就該廢死，若觀點成立，那麼不管法律定多嚴格，一定還是有人會犯法，我們就要把法律全廢掉嗎？法律精神在嚇阻，無法制止好嗎？大刀不斬無罪之人，每人都要為自己行為負責，殺人就該死，就該為自己負責，這才叫公平正義，如果罪犯只要在法庭上真心說對不起，就可無罪釋放不用負責，那麼六法全書全拿去燒掉吧~全民都去互殺，物競天擇適者生存，人人都當畜生吧！
1433137215020,324,4488,90,7,1,"終身監禁勞動都可以,請先把獄政搞好,並且讓人民信服"
1433137684372,328,4973,150,2,1,無論廢死與否，不應該用詆毀字句對待不同觀點的另一方。
1433137836859,329,4488,72,56,1,"統計上很難證明廢除死刑對社會的益處但其弊端卻很明顯,"
1433138038932,330,4488,1,0,0,"在許多的先決條件&制度未完善前我不支持廢除死刑,除非有更嚴厲的替代方式"
1433138159992,331,4488,1,0,0,"我相信有一天,人類會廢除死刑但不是現在"
1433138338755,332,4232,1,0,0,廢除死刑不等於完全沒有刑罰，僅是在各種刑罰中減少了這種無法回復與補償的選項
1433138774470,334,5035,1,0,0,"死刑從來都不是解決問題的方式, 是這類兇殘殺人者的代價, 請大家記住, 別掉入廢死所挖""死刑不能解決問題云云""的陷阱, 才不會被他們拖著鼻子走"
1433139247027,336,4488,1,0,0,"老說廢死,其它什麼都沒做無法讓我信任"
1433139581624,339,4488,1,0,0,"任何人都可以評論他人有無生存的價值,任何人也可以選擇接受與否,"
1433140150635,340,5029,1,0,0,隨機殺人事件的加害者，是主流意識/制度結構下的受害者/邊緣人；不積極反省主流意志/制度結構的問題，隨機殺人事件只會不斷爆發，而且將越演越烈。
1433140225073,342,5029,1,0,0,隨機殺人事件加害者是主流意識/制度結構下的受害者/邊緣人；不積極反省結構性的問題，隨機殺人事件只會不斷爆發，而且將越演越烈。
1433147137205,352,5200,145,21,1,發生隨機殺人事件，社會有共同責任
1433144368842,351,5532,65,102,1,知道「這麼做會被判死刑」的話，至少犯罪率會下降或犯行較輕微。
1433151448437,359,5955,1,0,0,如果不信任政府司法與公權力，那不應該把殺人權力交給公權力執行
1433149283278,353,5783,1,0,-1,要看殺人的動機為何
1433143791342,350,5475,41,128,1,死刑用來殺雞儆猴再好不過了...法律如果再沒有任何作為...以後可能還會有更多無辜的人白白犧牲生命葬送在這些殺人犯手中!!!
1433143485774,349,5475,1,0,-1,死刑用來殺雞儆猴再好不過了...法律再沒有任何作為...只會讓更多無辜的人白白犧牲生命葬送在這些殺人犯手中!
1433143471330,348,5142,61,82,1,"死刑從來都不是解決問題的方法, 死刑是兇殘殺人者的代價, 別被廢死引導到他們所設定的限阱"
1433141907679,347,5381,104,47,1,每個人都應該要有重來的機會
1433141899360,346,5381,1,0,-1,每個都應該要有重來的機會
1433141777818,345,4885,30,103,1,在死刑合法的條件下，我願意親手處決死刑犯。
1433150133265,354,5559,1,0,0,"撇開誤判跟教化的可能性，死刑的確是可以斬斷殺人犯再度犯案，但卻也會帶來問題已解決的危險假象。因為不管執行幾個死刑，那部把一個天真無邪地來到這世界的生命，轉化成殺人犯的機器，在暗地裡還是繼續運作著，繼續製造許許多多的鄭捷或龔重安。治本絕對比治標重要（但不代表不用治標），要追尋這個""本""的脈絡，殺人犯本身是唯一的線索。"
1433151166340,357,5912,1,0,0,隨機殺人事件與死刑存廢不應該扯上關係，那是兩碼子事。硬是牽扯在一起，不過只是要找迅速解決的方法…但凡是要求迅速解決的，很有可能就有更大的後遺症。現今更急迫的，應當是如何讓每個人都有希望…別讓人在負面思想中沉淪。
1433151469844,360,5945,1,0,0,死刑的執行是一種社會情緒的宣洩。
1433151514878,361,5955,1,0,0,由人組成的系統與權力結構，就有失控甚至為私用的可能，所以不該把過多權力交付它
1433152092008,362,5142,1,0,0,"死刑與解答什麼鬼的都沒關係, 他很簡單就是兇殘殺人者的果報"
1433152267331,363,5955,1,0,0,推動廢死與支持理念的族群，除了公平正義外，更在意的是制度面與系統面的問題
1433152399344,365,5955,1,0,0,台灣人過於仰賴媒體所提供的偏頗資訊與標籤，怠於思考與公開討論背後成因與如何防止再次發生
1433152542121,368,5955,1,0,0,廢除死刑不代表不需付出代價，而是積極避免誤判而導致不可恢復的過錯
1433152635691,369,5955,1,0,0,廢除死刑不代表每個人都會去殺人，也不代表犯罪不需要付出代價
1433152698594,370,5955,1,0,0,支持死刑者對廢死者的批評常流於辱罵與詛咒等不堪字眼
1433152727840,371,6147,1,0,0,死刑不是用來解決「連續殺人犯」問題的，就像小偷坐牢不是為了解決「偷竊」問題，而是讓偷竊的人負應該負的責任。
1433152789629,372,5955,1,0,0,台灣人不信任司法卻又願意將殺人權力交付，是一種無法理解的怪異現象
1433152469091,366,6131,73,52,1,如果監獄不是白吃白喝 可以減少隨機殺人以求入獄的事件
1433152314869,364,5989,59,37,1,死刑的嚇阻力沒有比終身監禁高
1433140339463,343,5216,30,117,1,殺人者償命，天經地義。罪證確鑿還要教化什麼呢？
1433140162346,341,5029,110,13,1,隨機殺人事件的加害者，是主流意識/制度結構下的受害者/邊緣人；不積極反省主流意識/制度結構的問題，隨機殺人事件只會不斷爆發，而且將越演越烈。
1433150445261,355,5878,14,107,1,我願意在我家的社區中建造一個公開死刑執行地點/場所。
1433150520261,356,5878,33,64,1,我願意住在死刑執行地點的社區當中。
1433151417471,358,5946,42,104,1,殺人償命是天經地義的事情。
1433152986722,373,6042,44,62,1,台灣不適合廢除死刑。
1433153030848,374,5955,1,0,0,政府將執行死刑作為轉移輿論的作為，讓我更不願意將殺人權力交付給它
1433153112339,375,5955,1,0,0,為了積極避免公權力失控與失誤造成不可逆的悲劇，我願意忍受無差別殺人犯能苟活於獄中不能離開
1433153156417,376,6239,1,0,0,"終身監禁！你們以為不用錢嗎？憑什麼要用納稅人的錢養敗類?請廢死聯盟自己帶回家養謝謝"
1433153230444,377,5955,1,0,0,任何人都有可能變成制度上的弱者，而我們需要做的是協助，而非漠視等到事件發生再給予抹殺
1433153348805,378,6239,1,0,0,"廢死是不該只有重大案件發生時才討論,因為廢死根本沒討論的必要性!你們的家人被殘忍的殺害,還可以沉著的說廢死,再來談!"
1433153407741,381,5955,1,0,0,台灣社會對弱勢者展現的嚴厲，與對上位擁有權力者犯罪的寬容是一個矛盾而悲哀的現象
1433153523421,383,6042,1,0,0,"""隨機殺人""只是報復社會的一種手段,執不執行死刑對這類犯罪者的犯案動機其實沒有影響。"
1433153590445,386,6066,103,27,1,越了解司法實務運作狀況，越難支持死刑。
1433157911798,394,5637,9,111,1,中文打錯字應處死刑
1433153979109,392,6372,40,38,1,醫學上，有些人會因先天或後天大腦前額葉萎縮而無法控制或壓抑行為，加上有些人基因上天生是純惡，所以再犯機率非常高，只是台灣法律未能跟上醫學研究，像美國在 1930 年其實已經有是否切除罪犯大腦前額葉的討論與實驗，約四萬病例左右的實施。
1433156134753,393,6605,72,55,1,死刑執行與殺人是不同的兩回事
1433153735809,389,6066,91,24,1,每個人生命的重量都是一樣的，縱使是做惡的人也一樣。
1433153795408,390,6066,120,33,1,沒有人有權力決定另一個人「沒有價值活在這世界上。」
1433135165646,306,4488,37,55,1,大俠都是殺人犯
1433132562089,289,4065,73,57,1,"""司法的公正性""與""死刑存廢""是獨立事件."
1433158052861,395,5637,1,0,0,能用刑法奪走犯人的生命，同樣也能用刑法奪走犯人的財產
1433153917602,391,6066,85,41,1,台灣因為沒有轉型正義，人民才會對國家握有生殺大權覺得理所當然。
1433153690211,388,5955,75,49,1,我不在乎人權之類的長篇大論，廢死純粹因為我不信任公權力與台灣社會集體弱智的判斷能力，所以不願將殺人權力交付給它
1433153599116,387,6239,16,41,1,"都說了,廢死根本不是什麼時間討論的問題,而是不需要討論,這題根本就是使人按下同意,因為前半段是對的,而跟後半段完全無關"
1433153527947,384,6143,65,49,1,死刑絕對無法防止犯罪，因為死刑本來就不是防止犯罪，而是處罰犯罪的人，依所犯的刑責就要接受相對的處罰，這不就是法律規定犯罪要受刑責的用意嗎，當然死刑是最嚴厲的處罰，大家不要再說死刑的用意是在防止犯罪，這樣會讓廢死聯盟扭曲死刑的用意
1433153528319,385,6066,88,36,1,會不會被判處死刑，跟加害人的階級很有關係。
1433153461113,382,6066,97,49,1,國家不應有殺人的權力。
1433153392049,380,6197,84,50,1,在死刑存在的情況下，社會會忽略解決犯罪背後的社會問題，所以死刑是阻擋社會正視社會問題的黑幕
1433152475108,367,5955,103,19,1,台灣人習慣欺凌弱勢，將過錯歸咎於單一個人，沒有能力向上檢討制度、系統，也不敢要求當權者應負的責任
1433161549938,399,7308,1,0,0,台灣的死刑判而不行，等到政府聲望低落時才用處死死囚換取人民的激情與支持。當用一群人命被當成政治籌碼收買人心的時候，我無法接受將「死刑」這種權力交給政府。
1433159774757,398,7035,59,45,1,死刑的執行跟思考社會為什麼會出現殺人犯是兩回事，殺人毫無悔意就是應該讓他意識到有判處死刑之可能，這和努力使社會更文明，減少殺人案件是可以並行的。
1433158992887,397,5637,39,64,1,刑法可奪去殺人者的生命，也可奪去殺人者的財產
1433158260102,396,5637,68,36,1,散播殺人的意念，容易促使別人從事殺人的行為
1433162026171,403,7308,87,31,1,因為某些人具有求死的慾望，所以我相信有些人會因為死刑的存在而想去犯死罪
1433131456295,284,4320,78,19,1,終身監禁罪犯耗費大眾稅金並非判決問題(因為花錢所以寧可判死)而是執行問題(因為花錢所以應該讓他對社會能有貢獻)
1433162326290,404,1276,1,0,0,再有其他配套措施的前提下，我願考慮與接受廢除死刑。
1433162567037,405,1276,30,73,1,因死刑是不可逆的，而化學反應與時間軸也多是不可逆的，因此應避免任何會對人產生影響的刑罰。
1433161790031,402,7308,54,42,1,如果死刑是為了要實踐報復理論的話，那麼要支持死刑，受害家屬就有義務參與死刑的執行。如果受害家屬做不到這一點，只想要躲在黑幕後面讓國家把一個人殺死，我無法支持這種死刑。
