"Stimulus"	"Subject"	"Comment"
"584"	"Pure Poison"	24	"soap"

"585"	"Chanel N5"	25	"soap"

"586"	"Chanel N5"	28	"soap"

"587"	"Pleasures"	45	"soap"

"588"	"Coco Mademoiselle"	52	"soap"

"589"	"Chanel N5"	54	"soap"

"590"	"Chanel N5"	73	"soap"

"591"	"Lolita Lempicka"	88	"soap"

"592"	"Pleasures"	97	"soap"

"593"	"Chanel N5"	97	"soap"

"594"	"Chanel N5"	76	"soap from marseille"

"595"	"Shalimar"	1	"soap in hospital"

"596"	"Coco Mademoiselle"	20	"soap;bodycare"

"597"	"Pure Poison"	20	"soap;bodycare"

"598"	"Chanel N5"	20	"soap;bodycare"

"599"	"Shalimar"	2	"soap;pine oil"

"600"	"Chanel N5"	67	"soap;shower gel"

"601"	"Lolita Lempicka"	9	"soft"

"602"	"Cinéma"	9	"soft"

"603"	"Chanel N5"	24	"soft"

"604"	"Cinéma"	26	"soft"

"605"	"J'adore ET"	32	"soft"

"606"	"Pure Poison"	43	"soft"

"607"	"Lolita Lempicka"	43	"soft"

"608"	"Cinéma"	43	"soft"

"609"	"L'instant"	43	"soft"

"610"	"Pure Poison"	66	"soft"

"611"	"J'adore EP"	70	"soft"

"612"	"Coco Mademoiselle"	70	"soft"

"613"	"Lolita Lempicka"	70	"soft"

"614"	"Cinéma"	70	"soft"

"615"	"Pleasures"	70	"soft"

"616"	"J'adore EP"	73	"soft"

"617"	"Coco Mademoiselle"	73	"soft"

"618"	"Cinéma"	73	"soft"

"619"	"L'instant"	73	"soft"

"620"	"Pleasures"	73	"soft"

"621"	"Pure Poison"	72	"soft;classic;female"

"622"	"Cinéma"	72	"soft;classic;female"

"623"	"Pleasures"	72	"soft;classic;female"

"624"	"Pure Poison"	18	"soft;cotton"

"625"	"J'adore EP"	67	"soft;discrete;shampoo"

"626"	"Lolita Lempicka"	17	"soft;flowery"

"627"	"Lolita Lempicka"	58	"soft;flowery;light;pleasant"

"628"	"Pleasures"	67	"soft;flowery;natural hyacinth"

"629"	"Coco Mademoiselle"	66	"soft;flowery;subtle"

"630"	"L'instant"	66	"soft;flowery;subtle"

"631"	"Coco Mademoiselle"	22	"soft;fruity"

"632"	"Pure Poison"	22	"soft;fruity"

"633"	"Lolita Lempicka"	22	"soft;fruity"

"634"	"Cinéma"	22	"soft;fruity"

"635"	"Aromatics Elixir"	22	"soft;fruity"

"636"	"Angel"	22	"soft;fruity"

"637"	"L'instant"	24	"soft;light"

"638"	"Pleasures"	24	"soft;light"

"639"	"Angel"	24	"soft;light"

"640"	"J'adore ET"	37	"soft;light"

"641"	"Chanel N5"	41	"soft;long in nose;mom"

"642"	"Pure Poison"	25	"soft;milky"

"643"	"Pure Poison"	41	"soft;naphtalene;flowery;bourgeois"

"644"	"L'instant"	41	"soft;perfume;naphtalene;sour;short in nose"

"645"	"J'adore EP"	37	"soft;skin cream"

"646"	"Aromatics Elixir"	41	"soft;sour;saturating;naphtalene"

"647"	"L'instant"	13	"soft;spicy"

"648"	"Lolita Lempicka"	41	"soft;sweet;sickening;fruity;cheap"

"649"	"J'adore ET"	52	"soft;vanilla;caramel"

"650"	"Lolita Lempicka"	52	"soft;vanilla;caramel"

"651"	"Cinéma"	52	"soft;vanilla;caramel"

"652"	"J'adore EP"	3	"softness"

"653"	"L'instant"	88	"softness"

"654"	"Angel"	15	"sour"

"655"	"Aromatics Elixir"	24	"sour"

"656"	"Lolita Lempicka"	37	"sour"

"657"	"Chanel N5"	56	"sour"

"658"	"Aromatics Elixir"	65	"sour"

"659"	"Pleasures"	29	"sour;apple"

"660"	"Angel"	29	"sour;deodorant"

"661"	"Shalimar"	47	"sour;lemony"

"662"	"Shalimar"	13	"spicy"

"663"	"Coco Mademoiselle"	24	"spicy"

"664"	"Shalimar"	30	"spicy"

"665"	"Chanel N5"	40	"spicy"

"666"	"J'adore ET"	50	"spicy"

"667"	"J'adore EP"	50	"spicy"

"668"	"Coco Mademoiselle"	50	"spicy"

"669"	"Pleasures"	69	"spicy"

"670"	"Aromatics Elixir"	70	"spicy"

"671"	"Chanel N5"	70	"spicy"

"672"	"Angel"	70	"spicy"

"673"	"Angel"	93	"spicy"

"674"	"Aromatics Elixir"	14	"spicy;black pepper"

"675"	"Shalimar"	33	"spicy;cumin"

"676"	"Lolita Lempicka"	10	"spicy;sickening"

"677"	"Cinéma"	10	"spicy;sickening"

"678"	"L'instant"	10	"spicy;sickening"

"679"	"Shalimar"	99	"spicy;special"

"680"	"L'instant"	2	"spicy;sweet"

"681"	"Coco Mademoiselle"	68	"spring"

"682"	"Angel"	88	"strength"

"683"	"Shalimar"	8	"strong"

"684"	"Aromatics Elixir"	8	"strong"

"685"	"Chanel N5"	8	"strong"

"686"	"Coco Mademoiselle"	27	"strong"

"687"	"Chanel N5"	37	"strong"

"688"	"Angel"	38	"strong"

"689"	"Shalimar"	43	"strong"

"690"	"Aromatics Elixir"	43	"strong"

"691"	"Angel"	43	"strong"

"692"	"Shalimar"	54	"strong"

"693"	"Pure Poison"	59	"strong"

"694"	"Shalimar"	59	"strong"

"695"	"Aromatics Elixir"	59	"strong"

"696"	"Chanel N5"	59	"strong"

"697"	"Aromatics Elixir"	64	"strong"

"698"	"Chanel N5"	64	"strong"

"699"	"Pure Poison"	65	"strong"

"700"	"Aromatics Elixir"	84	"strong"

"701"	"Chanel N5"	84	"strong"

"702"	"Aromatics Elixir"	90	"strong"

"703"	"Shalimar"	93	"strong"

"704"	"Angel"	81	"strong;aggressive"

"705"	"Aromatics Elixir"	98	"strong;alcohol"

"706"	"Chanel N5"	98	"strong;alcohol"

"707"	"Aromatics Elixir"	79	"strong;amber;woody"

"708"	"Chanel N5"	79	"strong;amber;woody"

"709"	"Coco Mademoiselle"	21	"strong;chemical"

"710"	"Cinéma"	21	"strong;chemical"

"711"	"Aromatics Elixir"	37	"strong;cologne"

"712"	"Shalimar"	55	"strong;cologne"

"713"	"J'adore EP"	72	"strong;despleasant"

"714"	"Angel"	72	"strong;despleasant"

"715"	"Chanel N5"	17	"strong;flowery"

"716"	"Lolita Lempicka"	73	"strong;fruity"

"717"	"Angel"	79	"strong;fruity"

"718"	"Lolita Lempicka"	40	"strong;fruity;spicy;intense;character"

"719"	"Angel"	40	"strong;fruity;spicy;intense;character"

"720"	"Aromatics Elixir"	54	"strong;grand mother;alcohol"

"721"	"Angel"	32	"strong;hard"

"722"	"Shalimar"	69	"strong;heavy;aggressive"

"723"	"Aromatics Elixir"	69	"strong;heavy;aggressive"

"724"	"Chanel N5"	69	"strong;heavy;aggressive"

"725"	"Angel"	69	"strong;heavy;aggressive"

"726"	"Pleasures"	27	"strong;is impregnated"

"727"	"Shalimar"	18	"strong;male"

"728"	"Aromatics Elixir"	18	"strong;male"

"729"	"Shalimar"	61	"strong;male;toiletry"

"730"	"Aromatics Elixir"	2	"strong;mature lady;musk"

"731"	"Chanel N5"	2	"strong;mature lady;musk"

"732"	"Pleasures"	55	"strong;musk;fruity"

"733"	"Aromatics Elixir"	7	"strong;old"

"734"	"Pleasures"	64	"strong;old rich lady"

"735"	"J'adore ET"	72	"strong;particular"

"736"	"Aromatics Elixir"	72	"strong;particular"

"737"	"Chanel N5"	72	"strong;particular"

"738"	"Lolita Lempicka"	4	"strong;pleasant;heady;attracting"

"739"	"Cinéma"	4	"strong;pleasant;heady;attracting"

"740"	"Aromatics Elixir"	12	"strong;sickening;very vegetal;heavy"

"741"	"Angel"	12	"strong;sickening;very vegetal;heavy"

"742"	"Aromatics Elixir"	55	"strong;soap"

"743"	"Chanel N5"	55	"strong;soap"

"744"	"J'adore ET"	25	"strong;soft;wrapping"

"745"	"Angel"	4	"strong;stuffy"

"746"	"Coco Mademoiselle"	43	"strong;subtle"

"747"	"Chanel N5"	43	"strong;subtle"

"748"	"Shalimar"	15	"strong;tenacious"

"749"	"Angel"	52	"strong;tenacious;charge;original;known"

"750"	"Shalimar"	77	"strong;toilets"

"751"	"Aromatics Elixir"	77	"strong;toilets"

"752"	"Chanel N5"	77	"strong;toilets"

"753"	"Angel"	77	"strong;toilets"

"754"	"Aromatics Elixir"	73	"strong;too fruity"

"755"	"Lolita Lempicka"	99	"strong;vanilla;perfume for young people"

"756"	"Angel"	99	"strong;vanilla;young"

"757"	"Aromatics Elixir"	99	"strong;woman (Chanel)"

"758"	"Chanel N5"	99	"strong;woman (Chanel)"

"759"	"Coco Mademoiselle"	13	"subtle"

"760"	"J'adore EP"	33	"summer"

"761"	"J'adore EP"	85	"summer"

"762"	"Coco Mademoiselle"	85	"summer"

"763"	"Pleasures"	85	"summer;honeysuckle"

"764"	"Coco Mademoiselle"	3	"sweet"

"765"	"Lolita Lempicka"	6	"sweet"

"766"	"Cinéma"	14	"sweet"

"767"	"Cinéma"	15	"sweet"

"768"	"Lolita Lempicka"	19	"sweet"

"769"	"Cinéma"	19	"sweet"

"770"	"L'instant"	19	"sweet"

"771"	"Lolita Lempicka"	24	"sweet"

"772"	"Cinéma"	24	"sweet"

"773"	"J'adore EP"	25	"sweet"

"774"	"Lolita Lempicka"	26	"sweet"

"775"	"Lolita Lempicka"	29	"sweet"

"776"	"Lolita Lempicka"	30	"sweet"

"777"	"Lolita Lempicka"	33	"sweet"

"778"	"L'instant"	33	"sweet"

"779"	"L'instant"	34	"sweet"

"780"	"J'adore EP"	42	"sweet"

"781"	"L'instant"	42	"sweet"

"782"	"Cinéma"	63	"sweet"

"783"	"J'adore ET"	67	"sweet"

"784"	"Pure Poison"	74	"sweet"

"785"	"Lolita Lempicka"	74	"sweet"

"786"	"Cinéma"	74	"sweet"

"787"	"J'adore ET"	96	"sweet"

"788"	"J'adore EP"	96	"sweet"

"789"	"L'instant"	96	"sweet"

"790"	"Coco Mademoiselle"	98	"sweet;candy"

"791"	"Lolita Lempicka"	98	"sweet;candy"

"792"	"Angel"	57	"sweet;candyfloss;young"

"793"	"Cinéma"	2	"sweet;caramel"

"794"	"Lolita Lempicka"	66	"sweet;caramelized"

"795"	"Angel"	66	"sweet;caramelized"

"796"	"Lolita Lempicka"	67	"sweet;discrete"

"797"	"Cinéma"	57	"sweet;flowery"

"798"	"Pure Poison"	35	"sweet;fresh"

"799"	"Lolita Lempicka"	100	"sweet;gourmand"

"800"	"Lolita Lempicka"	7	"sweet;gourmand;candy"

"801"	"Cinéma"	67	"sweet;heady;lemon"

"802"	"Angel"	6	"sweet;intense;pure"

"803"	"Lolita Lempicka"	57	"sweet;lolita"

"804"	"Lolita Lempicka"	20	"sweet;oriental;heavy"

"805"	"Cinéma"	20	"sweet;oriental;heavy"

"806"	"L'instant"	20	"sweet;oriental;heavy"

"807"	"Coco Mademoiselle"	35	"sweet;sensual"

"808"	"J'adore EP"	29	"sweet;soft"

"809"	"J'adore EP"	47	"sweet;soft"

"810"	"Coco Mademoiselle"	47	"sweet;soft"

"811"	"Lolita Lempicka"	47	"sweet;soft"

"812"	"Angel"	47	"sweet;soft"

"813"	"Coco Mademoiselle"	78	"sweet;soft;fruity"

"814"	"Lolita Lempicka"	78	"sweet;soft;fruity"

"815"	"L'instant"	78	"sweet;soft;fruity"

"816"	"Coco Mademoiselle"	32	"sweet;summer"

"817"	"J'adore ET"	41	"synthetic;flowery;toiletries"

"818"	"Shalimar"	3	"syrup"

"819"	"Cinéma"	96	"tabacco"

"820"	"Pleasures"	23	"talcum powder for baby"

"821"	"L'instant"	15	"taste of food"

"822"	"J'adore ET"	74	"tasty"

"823"	"Chanel N5"	74	"tasty"

"824"	"Chanel N5"	34	"teenager"

"825"	"Shalimar"	29	"toiletry"

"826"	"Chanel N5"	31	"toiletry;lemony"

"827"	"Angel"	31	"toiletry;lemony;deodorant"

"828"	"Shalimar"	31	"toiletry;medicine"

"829"	"Chanel N5"	81	"toilets"

"830"	"Angel"	28	"too"

"831"	"Pure Poison"	92	"undefined"

"832"	"Chanel N5"	61	"unusual;dishwashing liquid"

"833"	"Lolita Lempicka"	3	"vanilla"

"834"	"Lolita Lempicka"	5	"vanilla"

"835"	"Angel"	5	"vanilla"

"836"	"Lolita Lempicka"	36	"vanilla"

"837"	"Cinéma"	60	"vanilla"

"838"	"Angel"	64	"vanilla"

"839"	"Cinéma"	93	"vanilla"

"840"	"L'instant"	93	"vanilla"

"841"	"Lolita Lempicka"	94	"vanilla"

"842"	"Lolita Lempicka"	97	"vanilla"

"843"	"Lolita Lempicka"	64	"vanilla;discrete"

"844"	"L'instant"	92	"vanilla;fruity"

"845"	"Pure Poison"	31	"vanilla;perfume"

"846"	"Cinéma"	31	"vanilla;perfume"

"847"	"L'instant"	31	"vanilla;perfume"

"848"	"Lolita Lempicka"	65	"vanilla;spicy"

"849"	"L'instant"	65	"vanilla;spicy"

"850"	"Cinéma"	65	"vanilla;spicy;sensual"

"851"	"Angel"	2	"vanilla;sweet;oriental"

"852"	"J'adore ET"	2	"vegetal"

"853"	"J'adore EP"	2	"vegetal"

"854"	"Pleasures"	2	"vegetal"

"855"	"Angel"	67	"very sweet"

"856"	"Chanel N5"	35	"violet"

"857"	"Chanel N5"	62	"violet"

"858"	"Pure Poison"	91	"violet"

"859"	"Pleasures"	96	"violet"

"860"	"L'instant"	85	"warm"

"861"	"Chanel N5"	85	"warm"

"862"	"Pure Poison"	89	"warm"

"863"	"Lolita Lempicka"	27	"warm;sweet"

"864"	"Cinéma"	27	"warm;sweet"

"865"	"Angel"	27	"warm;sweet"

"866"	"Coco Mademoiselle"	12	"warm;warm;heady;soft"

"867"	"Lolita Lempicka"	12	"warm;warm;heady;soft"

"868"	"Cinéma"	12	"warm;warm;heady;soft"

"869"	"Cinéma"	34	"warmth"

"870"	"Coco Mademoiselle"	71	"washing powder;soap"

"871"	"Pleasures"	71	"washing powder;soap"

"872"	"Chanel N5"	71	"washing powder;soap"

"873"	"Coco Mademoiselle"	15	"weak"

"874"	"Angel"	17	"weak"

"875"	"Coco Mademoiselle"	81	"weak"

"876"	"Angel"	14	"weak in nose"

"877"	"J'adore ET"	60	"white flower"

"878"	"J'adore ET"	61	"woman;fruity;perfumed;flowery;fruity;sensitivity;softness"

"879"	"J'adore EP"	61	"woman;fruity;perfumed;flowery;fruity;sensitivity;softness"

"880"	"Cinéma"	61	"woman;fruity;perfumed;flowery;sensitivity;softness"

"881"	"L'instant"	61	"woman;fruity;perfumed;flowery;sensitivity;softness"

"882"	"Pleasures"	61	"woman;fruity;perfumed;flowery;sensitivity;softness"

"883"	"Coco Mademoiselle"	34	"woody"

"884"	"Shalimar"	65	"woody"

"885"	"Chanel N5"	65	"woody"

"886"	"Angel"	65	"woody"

"887"	"Coco Mademoiselle"	75	"woody"

"888"	"Lolita Lempicka"	75	"woody"

"889"	"Coco Mademoiselle"	97	"woody"

"890"	"Pure Poison"	97	"woody"

"891"	"J'adore ET"	47	"woody;flowery;light"

"892"	"Pure Poison"	47	"woody;flowery;light"

"893"	"Cinéma"	47	"woody;flowery;light"

"894"	"L'instant"	47	"woody;flowery;light"

"895"	"Pleasures"	47	"woody;flowery;light"

"896"	"L'instant"	79	"woody;fresh;a bit strong"

"897"	"L'instant"	12	"woody;vegetal;black pepper"

"898"	"Shalimar"	12	"woody;vegetal;black pepper"

"899"	"Chanel N5"	12	"woody;vegetal;black pepper"

"900"	"Chanel N5"	45	"Ylang Ylang"

